Data,Label,,,,,,,,,,,,,,,,,,,,,,,,
অনেক নারীও নিজেকে শক্তিহীন ভেবে চুপ থাকেন,1,,,,,,,,,,,,,,,,,,,,,,,,
"বৈশ্বিকভাবে নারী নেতৃত্ব তৈরি হচ্ছে, তবে এর পরিমাণ ও গুণগত অবস্থান খুব পরিবর্তন হয়েছে বলা যাবে না।",1,,,,,,,,,,,,,,,,,,,,,,,,
"দিনের আলো তখনও ফুটেনি, কিছুক্ষণ অপেক্ষা করে নাস্তা করে নিলাম স্থানীয় একটি রেস্তোরাঁয়।",0,,,,,,,,,,,,,,,,,,,,,,,,
নারীদের অবদানের স্বীকৃতি নেই অনেক খাতে।,1,,,,,,,,,,,,,,,,,,,,,,,,
যৌতুক বন্ধে স্কুল-কলেজের শিক্ষার্থীদের মধ্যে সচেতনতা সৃষ্টির সুযোগ থাকলেও এ ব্যাপারে এ যাবৎ কোনো দৃষ্টিগ্রাহ্য উদ্যোগ নেওয়া হয়নি।,1,,,,,,,,,,,,,,,,,,,,,,,,
অনেক সুন্দর লাগছে সেরা নাচ।,0,,,,,,,,,,,,,,,,,,,,,,,,
অবশ্যই তাকে বিবাহ করতে দেওয়া উচিত আপনার।,0,,,,,,,,,,,,,,,,,,,,,,,,
দেশে-বিদেশে বিভিন্ন বাস্কেটবলের  টুর্নামেন্ট খেলার পাশাপাশি ইতিমধ্যে মেয়েটি স্নাতকোত্তর সম্পন্ন করেছেন।,1,,,,,,,,,,,,,,,,,,,,,,,,
খালা আপনি তো দেখছি দাদি হবেন না কোনোদিন যে-অবস্থা,2,,,,,,,,,,,,,,,,,,,,,,,,
গাড়ির গতি পরীক্ষার জন্য থাকবে গতি নির্ধারক সেন্সর-যুক্ত ক্যামেরা।,0,,,,,,,,,,,,,,,,,,,,,,,,
অমন হাটুর নিচে বুদ্ধি নিয়ে থাকলে তো হয় না!,0,,,,,,,,,,,,,,,,,,,,,,,,
"সচেতনতা বৃদ্ধি, মানসিকতার পরিবর্তন, মর্যাদাবোধের উন্নয়ন ঘটাতে হবে",0,,,,,,,,,,,,,,,,,,,,,,,,
"একজন নারী বিবাহবন্ধনে আবদ্ধ হলে তার বিবাহপূর্ব যে আচরণ বা উচ্ছলতা থাকে, তার সবটাই বিয়ের হলুদ লাগার সঙ্গে সঙ্গে মুছে ফেলতে হয়।",1,,,,,,,,,,,,,,,,,,,,,,,,
এই মহিলারা চাকরি করে নিজেদের সেবার রানি মনে করে আর রাস্তায় শরীর পদর্ষণী করে বেশ্যাগিরি করে।,2,,,,,,,,,,,,,,,,,,,,,,,,
প্রতিষ্ঠানগুলোর উচিত নারী–পুরুষ বিবেচনা না করে সবাইকে সমানভাবে দায়িত্ব দেওয়া,1,,,,,,,,,,,,,,,,,,,,,,,,
যৌতুকের কারণে নারীর মর্যাদা পায়।,2,,,,,,,,,,,,,,,,,,,,,,,,
এমন দয়ালু মেয়ের জন্যি সমাজ এত সমাজ।,1,,,,,,,,,,,,,,,,,,,,,,,,
 আমার মায়ের জন্য দোয়া করবেন সবাই।,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েটির সাহসিকতায় সবার জীবন বাঁচলো।,1,,,,,,,,,,,,,,,,,,,,,,,,
"খবরের কন্টেন্ট বা তথ্য নিয়ে সন্দেহ হলে, প্রতিটি যাচাই করুন।",0,,,,,,,,,,,,,,,,,,,,,,,,
ভেতর থেকেই কেউ মিডিয়ার কাছে সত্যটা জানিয়ে দেয়।,0,,,,,,,,,,,,,,,,,,,,,,,,
"শখ ছিল ফটোগ্রাফিতে, কিন্তু এখনকার এই ক্যামেরা তার আর ভালো লাগে না।",0,,,,,,,,,,,,,,,,,,,,,,,,
"স্বার্থপর, চরিত্রহীনরা সবসময় ভাল থাকে",0,,,,,,,,,,,,,,,,,,,,,,,,
"আপু, ধর্ষণ হবার মত চললে তো ধর্ষণ হবা বাইনচোদ",2,,,,,,,,,,,,,,,,,,,,,,,,
হোয়াটস্যাপ আর মেসেন্জারে হাত দিলে স্ত্রীর গোপনাঙ্গে আর কে কে হাত দিয়েছে সেটা ফাঁস হয়ে যেতে পারে। তাই সেটা বেশি প্রাইভেট রাখা দরকার।,2,,,,,,,,,,,,,,,,,,,,,,,,
কাঠফাটা রোদে কোনো নারীবাদী নাই,2,,,,,,,,,,,,,,,,,,,,,,,,
"আজকে ঠিক আছে আপা, তুমিও জনগণকে দেখার সুযোগ করে দিসো, সবাই দেখাচ্ছে তুমি কেন বাকি থাকবা ভালোবাসা রইলো আরো বেশি বেশি দেখাইও কেমন!",2,,,,,,,,,,,,,,,,,,,,,,,,
"মাঝে মাঝে অনলাইনের অতি-প্রগতিশীল, অতি-নারীবাদী, অতি-আধুনিক ভেকধারীরা মহিলাদের খুব ব্যক্তিগত একটা ব্যাপার, মেনস্ট্রুশান বা পিরিওড নিয়ে হাউকাউ শুরু করে।",2,,,,,,,,,,,,,,,,,,,,,,,,
সন্তান ধারণ থেকে শুরু করে সন্তানের পৃথিবীর আলোর মুখ দেখা পর্যন্ত একজন মাকে বিভিন্ন শারীরিক পরিবর্তনের মধ্য দিয়ে যেতে হয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
ঠিক এ কারণে আমি কঠোরভাবে মেয়েদের শিক্ষা ও স্বনির্ভরতায় বিশ্বাসী।,1,,,,,,,,,,,,,,,,,,,,,,,,
মেয়েরা এইসব বুঝে কম,2,,,,,,,,,,,,,,,,,,,,,,,,
" যে মেয়েরা এত চ্যালেঞ্জের মধ্যে পরীক্ষায় ভালো করছেন, সেই মেয়েরাই মাঠপর্যায়ে কাজ করতে পারছেন না নিরাপত্তার অভাবে।",1,,,,,,,,,,,,,,,,,,,,,,,,
সেজন্য ইভটিজিংয়ের শাস্তি বিধানের জন্য কঠোর আইনের খুব প্রয়োজন,1,,,,,,,,,,,,,,,,,,,,,,,,
"আনটি তোমাকে কত বার বলেছি এই সব নোংরা ছবি ছাড়বা না"" এই সব নোংরা ছবি ছাড়লে আমাকে আর এসএমএস দিবা না বায়""",2,,,,,,,,,,,,,,,,,,,,,,,,
নারীরা হলো জাতির ভবিষ্যৎ গড়ার মূল হাতিয়ার,1,,,,,,,,,,,,,,,,,,,,,,,,
"ওহে দিলের রানী, আপনি সাংঘাতিক ভাবে বুঝিয়ে দিলের যে,তিনটি বিয়ের পরও আপনার কাছে সেরা মালটা এখনো আসে নাই..!!!",2,,,,,,,,,,,,,,,,,,,,,,,,
চবি'র ছাএীর মাথায় যখন কুনো ব্যাঙ হিসু করে দেয়..পরে যখন পুরুষ নিয়ে গবেষণা করে এবং ফলাফল ডেলিভারি দেয় এমন,2,,,,,,,,,,,,,,,,,,,,,,,,
ধর্ষণ ও যৌন নির্যাতনের শিকার নারী ও শিশুর ছবি বা পরিচয় প্রকাশের উপর নিষেধাজ্ঞা দিয়েছে হাইকোর্ট।,1,,,,,,,,,,,,,,,,,,,,,,,,
‘২০৩০ সালের মধ্যে ঋতুস্রাবকে দৈনন্দিন জীবনের একটি স্বাভাবিক বিষয় হিসেবে প্রতিষ্ঠিত করতে হবে’ এম প্রতিপাদ্যকে সামনে রেখে এবার পালিত হচ্ছে বিশ্ব মাসিক স্বাস্থ্য সুরক্ষা দিবস। ,1,,,,,,,,,,,,,,,,,,,,,,,,
উচু উচু বুক দেখিয়ে উনি কি প্রকাশ করেছে?যে আমরাও পর্ন শিল্পে এগিয়ে।,2,,,,,,,,,,,,,,,,,,,,,,,,
খোলামেলা পোষাক ছাড়া তাদের দেবার কি আছে?,2,,,,,,,,,,,,,,,,,,,,,,,,
এতো কেয়ারলেস হলে চলে না।,0,,,,,,,,,,,,,,,,,,,,,,,,
নভেম্বরে মার্কিন নির্বাচনে কে জিতবে তার ওপরই আসলে নির্ভর করে দীর্ঘমেয়াদে এ ক্ষেত্রে কী ঘটবে।,0,,,,,,,,,,,,,,,,,,,,,,,,
যেসকল মেয়েদের শারীরিক বিকাশ বেশি তাদেরকেও ১৮ এর আগে বিয়ে দেওয়াতে সমস্যা নাই।,2,,,,,,,,,,,,,,,,,,,,,,,,
বাংলাদেশে প্রচলিত এই অ্যাপসভিত্তিক রাইডগুলো আরো নারী বান্ধব করা উচিত।,1,,,,,,,,,,,,,,,,,,,,,,,,
বিন লাদেনের নিহত হওয়ার সংবাদে গোটা বিশ্বে তোলপাড় সৃষ্টি হয়।,0,,,,,,,,,,,,,,,,,,,,,,,,
এখনও প্রত্যন্ত অঞ্চলের মেয়েরা প্রতি মাসে এক সপ্তাহ করে স্কুল যাওয়া বন্ধ করে দেয় ‘ঋতুস্রাব’ চালু হলে।,1,,,,,,,,,,,,,,,,,,,,,,,,
মনে হচ্ছে আপনি খুবই সহজ সরল,0,,,,,,,,,,,,,,,,,,,,,,,,
সমস্যাটা মানষিক কি না বলতে পারছি না তবে চরিত্রে সমস্যা এইটা ১০০% সুনিশ্চিত,0,,,,,,,,,,,,,,,,,,,,,,,,
অনেক পরিবার ভাবে কন্যা সন্তানের জন্য যা করবে তার পুরটাই অপচয়।,1,,,,,,,,,,,,,,,,,,,,,,,,
জাতীয় মেধাতালিকার ভিত্তিতেই সরকারি ও বেসরকারি মেডিকেল কলেজে ভর্তি হচ্ছেন ছাত্রীরা,1,,,,,,,,,,,,,,,,,,,,,,,,
